num_of_prev_attempts,studied_credits,module_presentation_length,sum_click_dataplus,sum_click_dualpane,sum_click_externalquiz,sum_click_forumng,sum_click_glossary,sum_click_homepage,sum_click_htmlactivity,sum_click_oucollaborate,sum_click_oucontent,sum_click_ouelluminate,sum_click_ouwiki,sum_click_page,sum_click_questionnaire,sum_click_quiz,sum_click_repeatactivity,sum_click_resource,sum_click_sharedsubpage,sum_click_subpage,sum_click_url,sum_days_vle_accessed,max_clicks_one_day,first_date_vle_accessed,avg_score,avg_days_sub_early,days_early_first_assessment,score_first_assessment,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,code_module_nan,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_presentation_nan,gender_M,gender_nan,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,region_nan,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,highest_education_nan,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,imd_band_nan,age_band_35-55,age_band_55<=,age_band_nan,disability_Y,disability_nan
0,60,268,0.0,0.0,0.0,103.0,0.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,8.0,0.0,18.0,1.0,59.0,13.0,-10.0,81.33333333333333,-2.3333333333333335,0.0,71.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,60,261,0.0,0.0,14.0,311.0,0.0,267.0,0.0,4.0,75.0,0.0,70.0,0.0,0.0,0.0,0.0,23.0,0.0,106.0,25.0,366.0,18.0,-18.0,80.5,2.0,2.0,79.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,60,241,0.0,0.0,0.0,140.0,0.0,173.0,0.0,0.0,420.0,0.0,25.0,7.0,3.0,242.0,0.0,20.0,0.0,208.0,27.0,322.0,78.0,-17.0,82.0,2.5,4.0,90.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,90,241,0.0,0.0,0.0,116.0,0.0,81.0,0.0,1.0,210.0,0.0,30.0,5.0,0.0,51.0,0.0,11.0,0.0,73.0,15.0,155.0,66.0,-14.0,74.0,-1.5,-1.0,82.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,268,0.0,1.0,0.0,322.0,0.0,139.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,88.0,0.0,3.0,0.0,20.0,9.0,228.0,59.0,-11.0,98.0,3.0,3.0,98.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,262,0.0,0.0,8.0,371.0,0.0,146.0,0.0,48.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,58.0,10.0,324.0,29.0,-25.0,81.0,8.0,9.0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,240,0.0,0.0,0.0,206.0,2.0,166.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,23.0,0.0,19.0,0.0,23.0,15.0,187.0,19.0,-9.0,70.33333333333333,-4.0,1.0,48.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,60,268,0.0,12.0,0.0,615.0,0.0,420.0,0.0,1.0,1046.0,0.0,0.0,0.0,0.0,87.0,0.0,22.0,0.0,90.0,44.0,485.0,63.0,-11.0,83.0,2.0,2.0,83.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,30,261,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,60,241,0.0,0.0,0.0,68.0,0.0,85.0,0.0,1.0,212.0,0.0,0.0,0.0,0.0,112.0,0.0,3.0,0.0,24.0,15.0,135.0,82.0,2.0,96.0,0.0,0.0,96.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,262,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,1.0,34.0,11.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,5.0,506.0,23.0,303.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,43.0,12.0,339.0,25.0,-18.0,67.66666666666667,3.6666666666666665,5.0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,60,241,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,17.0,3.0,83.0,10.0,-17.0,,,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,240,0.0,0.0,0.0,289.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,12.0,0.0,13.0,1.0,115.0,25.0,-7.0,83.66666666666667,6.0,22.0,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,30,269,0.0,0.0,0.0,4.0,0.0,51.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,216.0,0.0,19.0,0.0,68.0,6.0,72.0,167.0,-9.0,67.5,-9.5,-3.0,67.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,60,269,0.0,0.0,0.0,90.0,0.0,103.0,5.0,0.0,486.0,0.0,44.0,0.0,9.0,224.0,0.0,10.0,0.0,114.0,1.0,257.0,63.0,-12.0,77.0,5.5,10.0,78.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,60,241,0.0,2.0,0.0,108.0,0.0,151.0,0.0,8.0,285.0,0.0,0.0,0.0,0.0,109.0,0.0,109.0,0.0,13.0,48.0,182.0,80.0,-18.0,98.0,4.0,4.0,98.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,241,0.0,2.0,0.0,60.0,0.0,206.0,0.0,5.0,214.0,0.0,0.0,0.0,0.0,210.0,0.0,5.0,0.0,35.0,48.0,226.0,48.0,-18.0,99.0,0.0,0.0,99.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,60,234,0.0,0.0,0.0,72.0,0.0,63.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,0.0,18.0,5.0,79.0,10.0,-9.0,71.66666666666667,-3.0,1.0,64.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,60,240,0.0,0.0,0.0,75.0,0.0,104.0,0.0,0.0,215.0,0.0,17.0,7.0,0.0,41.0,0.0,8.0,0.0,80.0,7.0,132.0,42.0,-18.0,63.0,1.0,1.0,66.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,60,261,0.0,0.0,50.0,144.0,11.0,418.0,0.0,2.0,313.0,0.0,121.0,0.0,0.0,0.0,0.0,287.0,0.0,784.0,98.0,545.0,30.0,-18.0,59.0,-2.5,0.0,77.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,60,241,0.0,0.0,0.0,346.0,0.0,116.0,0.0,3.0,282.0,0.0,0.0,0.0,0.0,66.0,0.0,3.0,0.0,13.0,17.0,211.0,56.0,-18.0,96.0,1.0,1.0,96.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,30,269,0.0,0.0,0.0,102.0,0.0,77.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,183.0,0.0,12.0,0.0,22.0,0.0,130.0,47.0,-11.0,59.333333333333336,-1.3333333333333333,1.0,56.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,90,261,0.0,0.0,8.0,63.0,0.0,57.0,0.0,14.0,53.0,0.0,19.0,0.0,0.0,0.0,0.0,18.0,0.0,65.0,7.0,146.0,10.0,-18.0,69.0,2.5,4.0,77.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,60,261,0.0,0.0,4.0,229.0,0.0,301.0,0.0,10.0,109.0,0.0,105.0,0.0,0.0,0.0,0.0,36.0,0.0,139.0,52.0,388.0,15.0,-16.0,81.5,1.5,2.0,69.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,60,268,0.0,3.0,0.0,64.0,0.0,140.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,74.0,0.0,4.0,0.0,21.0,72.0,164.0,58.0,-10.0,91.0,3.0,3.0,91.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,30,269,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,5.0,0.0,11.0,0.0,33.0,33.0,11.0,72.5,-2.5,-2.0,67.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,269,0.0,0.0,0.0,39.0,0.0,89.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,697.0,0.0,34.0,0.0,44.0,4.0,168.0,201.0,-18.0,73.33333333333333,-1.3333333333333333,1.0,67.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,60,262,0.0,0.0,2.0,377.0,2.0,231.0,0.0,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,92.0,22.0,360.0,21.0,-25.0,84.33333333333333,4.333333333333333,5.0,80.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,60,268,0.0,0.0,0.0,145.0,0.0,67.0,0.0,2.0,71.0,0.0,3.0,7.0,0.0,1.0,0.0,12.0,0.0,70.0,12.0,111.0,32.0,-6.0,84.0,0.0,0.0,84.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,14.0,4.0,31.0,85.0,6.0,6.0,85.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,90,268,0.0,3.0,0.0,124.0,0.0,113.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,27.0,45.0,152.0,68.0,-11.0,86.0,2.0,2.0,86.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,240,0.0,2.0,0.0,305.0,0.0,232.0,0.0,0.0,539.0,4.0,62.0,9.0,3.0,187.0,0.0,23.0,0.0,134.0,27.0,359.0,63.0,-16.0,78.0,0.0,0.0,78.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,60,262,0.0,0.0,3.0,9.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,57.0,10.0,-24.0,43.333333333333336,0.0,0.0,50.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,30,261,0.0,0.0,0.0,39.0,1.0,37.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,0.0,35.0,17.0,-15.0,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,241,0.0,0.0,0.0,3.0,0.0,74.0,0.0,6.0,433.0,0.0,0.0,0.0,0.0,139.0,0.0,3.0,0.0,2.0,16.0,130.0,77.0,-3.0,97.0,0.0,0.0,97.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,60,234,0.0,0.0,0.0,24.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,2.0,27.0,11.0,-8.0,66.66666666666667,-0.6666666666666666,0.0,54.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,30,261,0.0,0.0,0.0,42.0,27.0,77.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,85.0,41.0,-7.0,85.0,9.0,9.0,85.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,120,268,0.0,0.0,0.0,36.0,0.0,58.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,85.0,32.0,-10.0,56.0,0.0,0.0,75.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
