final_result,module_not_completed,final_result_num,estimated_final_score
Pass,False,2,64.55
Pass,False,2,53.3
Pass,False,2,67.75
Pass,False,2,85.5
Distinction,False,3,86.72
Withdrawn,True,0,
Pass,False,2,77.84
Pass,False,2,87.5
Withdrawn,True,0,
Withdrawn,True,0,25.25
Fail,True,1,0.0
Withdrawn,True,0,
Fail,True,1,44.54999999999999
Distinction,False,3,0.0
Pass,False,2,74.07
Pass,False,2,74.4
Withdrawn,True,0,
Pass,False,2,71.69999999999999
Fail,True,1,2.5
Fail,True,1,28.189999999999998
Pass,False,2,73.25
Pass,False,2,74.5
Withdrawn,True,0,38.870000000000005
Distinction,False,3,96.72000000000001
Pass,False,2,92.75
Distinction,False,3,89.5
Fail,True,1,70.96000000000001
Pass,False,2,66.32000000000001
Pass,False,2,57.20000000000001
Pass,False,2,76.96000000000001
Withdrawn,True,0,35.589999999999996
Pass,False,2,0.0
Distinction,False,3,80.80000000000001
Withdrawn,True,0,
Withdrawn,True,0,
Pass,False,2,59.080000000000005
Pass,False,2,82.03999999999999
Fail,True,1,0.0
Pass,False,2,58.73
Withdrawn,True,0,32.589999999999996
Pass,False,2,0.0
Distinction,False,3,187.525
Withdrawn,True,0,0.0
Distinction,False,3,70.72999999999999
Pass,False,2,80.80000000000001
Pass,False,2,90.22
Withdrawn,True,0,5.0
Distinction,False,3,171.3
Withdrawn,True,0,
Withdrawn,True,0,16.25
Fail,True,1,
Fail,True,1,0.0
Fail,True,1,42.089999999999996
Pass,False,2,78.0
Withdrawn,True,0,
Fail,True,1,21.75
Pass,False,2,80.5
Fail,True,1,10.0
Pass,False,2,71.93999999999998
Pass,False,2,125.4
Withdrawn,True,0,
Pass,False,2,94.92
Withdrawn,True,0,
Withdrawn,True,0,
Pass,False,2,78.64
Fail,True,1,
Fail,True,1,
Fail,True,1,12.75
Pass,False,2,74.5
Withdrawn,True,0,16.0
Pass,False,2,90.25
Pass,False,2,51.94
Pass,False,2,78.75
Withdrawn,True,0,0.0
Pass,False,2,54.879999999999995
Fail,True,1,15.04
Pass,False,2,74.5
Fail,True,1,41.45
Fail,True,1,36.589999999999996
Distinction,False,3,0.0
Withdrawn,True,0,
Pass,False,2,94.25
Pass,False,2,7.51
Withdrawn,True,0,
Withdrawn,True,0,11.46
Distinction,False,3,0.0
Pass,False,2,72.03999999999999
Pass,False,2,88.55
Pass,False,2,97.95
Withdrawn,True,0,
Pass,False,2,84.03999999999999
Withdrawn,True,0,64.2
Pass,False,2,125.95
Fail,True,1,34.4
Withdrawn,True,0,10.56
Withdrawn,True,0,
Fail,True,1,
Withdrawn,True,0,
Withdrawn,True,0,9.44
Pass,False,2,63.7
Pass,False,2,55.3
Fail,True,1,61.68
Pass,False,2,90.75
Withdrawn,True,0,51.5
Fail,True,1,
Withdrawn,True,0,
Pass,False,2,85.8
Fail,True,1,16.14
Withdrawn,True,0,
Pass,False,2,144.665
Fail,True,1,11.25
Withdrawn,True,0,10.379999999999999
Fail,True,1,19.330000000000002
Fail,True,1,6.0
Withdrawn,True,0,16.3
Pass,False,2,77.75
Pass,False,2,72.92
Withdrawn,True,0,15.25
Withdrawn,True,0,
Pass,False,2,68.5
Withdrawn,True,0,41.56
Withdrawn,True,0,
Withdrawn,True,0,
Withdrawn,True,0,
Fail,True,1,
Withdrawn,True,0,0.0
Withdrawn,True,0,33.18
Fail,True,1,17.5
Fail,True,1,83.36
Fail,True,1,37.75
Withdrawn,True,0,24.880000000000003
Pass,False,2,84.05
Pass,False,2,50.230000000000004
Pass,False,2,85.75
Pass,False,2,84.75
Pass,False,2,143.275
Withdrawn,True,0,16.0
Withdrawn,True,0,
Pass,False,2,0.0
Distinction,False,3,87.75
Fail,True,1,44.38999999999999
Withdrawn,True,0,39.5
Fail,True,1,48.25
Fail,True,1,15.545
Withdrawn,True,0,
Pass,False,2,0.0
Withdrawn,True,0,0.0
Withdrawn,True,0,
Distinction,False,3,0.0
Fail,True,1,0.0
Pass,False,2,75.0
Distinction,False,3,83.24
Withdrawn,True,0,
Pass,False,2,86.5
Pass,False,2,84.6
Pass,False,2,58.25
Pass,False,2,77.5
Withdrawn,True,0,
Pass,False,2,0.0
Pass,False,2,69.75
Withdrawn,True,0,
Pass,False,2,72.54
Withdrawn,True,0,56.625
Pass,False,2,84.01
Withdrawn,True,0,
Pass,False,2,138.84499999999997
Withdrawn,True,0,
Pass,False,2,66.69999999999999
Pass,False,2,56.75
Withdrawn,True,0,4.95
Distinction,False,3,0.0
Fail,True,1,34.25
Distinction,False,3,88.03
Pass,False,2,78.67
Withdrawn,True,0,
Pass,False,2,37.72
Fail,True,1,
Distinction,False,3,92.19999999999999
Pass,False,2,62.0
Withdrawn,True,0,5.2
Fail,True,1,9.75
Withdrawn,True,0,
Pass,False,2,0.0
Withdrawn,True,0,3.0
Distinction,False,3,87.25
Fail,True,1,57.25
Withdrawn,True,0,16.650000000000002
Withdrawn,True,0,70.5
Fail,True,1,8.5
Fail,True,1,
Withdrawn,True,0,
Pass,False,2,75.95
Withdrawn,True,0,
Distinction,False,3,82.72999999999999
Pass,False,2,83.88
Fail,True,1,
Withdrawn,True,0,2.5
Withdrawn,True,0,
Withdrawn,True,0,
Withdrawn,True,0,12.0
Withdrawn,True,0,3.6
Pass,False,2,83.0
Withdrawn,True,0,
Fail,True,1,75.11999999999999
Pass,False,2,0.0
Fail,True,1,28.424999999999997
Pass,False,2,77.69999999999999
Withdrawn,True,0,33.6
Fail,True,1,1.56
Fail,True,1,
Distinction,False,3,47.989999999999995
Withdrawn,True,0,
Pass,False,2,79.5
Withdrawn,True,0,18.5
Withdrawn,True,0,
Distinction,False,3,0.0
Withdrawn,True,0,54.5
Distinction,False,3,85.5
Pass,False,2,70.76
Pass,False,2,49.05
Fail,True,1,55.5
Fail,True,1,
Withdrawn,True,0,
Pass,False,2,74.98
Withdrawn,True,0,
Pass,False,2,0.0
Fail,True,1,0.0
Pass,False,2,86.96000000000001
Withdrawn,True,0,41.5
Fail,True,1,
Pass,False,2,148.125
Pass,False,2,83.25
Fail,True,1,22.25
Withdrawn,True,0,7.4
Withdrawn,True,0,
Withdrawn,True,0,
Pass,False,2,65.56
Withdrawn,True,0,
Withdrawn,True,0,
Fail,True,1,
Pass,False,2,73.69
Pass,False,2,88.56
Pass,False,2,71.9
Withdrawn,True,0,40.5
Pass,False,2,85.0
Withdrawn,True,0,
Pass,False,2,72.0
Withdrawn,True,0,40.099999999999994
Pass,False,2,72.25
Pass,False,2,74.21
Pass,False,2,51.099999999999994
Pass,False,2,0.0
Fail,True,1,38.16
Withdrawn,True,0,9.2
Withdrawn,True,0,45.42
Pass,False,2,72.55
Withdrawn,True,0,5.2
Pass,False,2,131.0
Withdrawn,True,0,6.8
Withdrawn,True,0,
Pass,False,2,94.75
Fail,True,1,17.45
Withdrawn,True,0,4.0
Pass,False,2,16.44
Withdrawn,True,0,
Withdrawn,True,0,15.95
Pass,False,2,0.0
Withdrawn,True,0,0.0
Withdrawn,True,0,
Fail,True,1,47.5
Fail,True,1,0.0
Fail,True,1,17.8
Pass,False,2,0.0
Pass,False,2,50.5
Distinction,False,3,77.61
Withdrawn,True,0,
Withdrawn,True,0,
Withdrawn,True,0,
Pass,False,2,156.29000000000002
Pass,False,2,72.22
Pass,False,2,94.0
Withdrawn,True,0,3.0
Distinction,False,3,176.1
Distinction,False,3,74.14
Pass,False,2,71.75
Withdrawn,True,0,0.0
Fail,True,1,101.1
Withdrawn,True,0,37.989999999999995
Withdrawn,True,0,
Fail,True,1,53.0
Distinction,False,3,89.11
Pass,False,2,79.03999999999999
Fail,True,1,44.83
Fail,True,1,22.75
Distinction,False,3,89.75
Fail,True,1,0.0
Pass,False,2,80.25
Pass,False,2,0.0
Withdrawn,True,0,
Pass,False,2,66.83
Withdrawn,True,0,
Fail,True,1,0.0
Withdrawn,True,0,
Pass,False,2,62.0
Fail,True,1,0.0
Distinction,False,3,86.0
Pass,False,2,88.84
Pass,False,2,71.65
Pass,False,2,126.74
Fail,True,1,61.5
Fail,True,1,33.64
Fail,True,1,0.0
Pass,False,2,89.5
Withdrawn,True,0,7.9
Withdrawn,True,0,
Fail,True,1,0.0
Pass,False,2,78.5
Withdrawn,True,0,17.77
Withdrawn,True,0,3.4400000000000004
Withdrawn,True,0,
Pass,False,2,85.75
Fail,True,1,73.55
Fail,True,1,40.25
Pass,False,2,75.52000000000001
Withdrawn,True,0,
Withdrawn,True,0,
Pass,False,2,81.25
Pass,False,2,61.0
Pass,False,2,47.8
Fail,True,1,
Pass,False,2,95.25
Withdrawn,True,0,
Pass,False,2,82.0
Withdrawn,True,0,
Withdrawn,True,0,15.36
Pass,False,2,0.0
Pass,False,2,89.47500000000001
Pass,False,2,0.0
Pass,False,2,58.23
Distinction,False,3,94.5
Distinction,False,3,87.12
Withdrawn,True,0,
Pass,False,2,83.5
Fail,True,1,1.12
Pass,False,2,50.5
Pass,False,2,0.0
Fail,True,1,12.25
Pass,False,2,64.14
Pass,False,2,87.0
Pass,False,2,88.25
Pass,False,2,58.800000000000004
Pass,False,2,64.7
Pass,False,2,60.51
Withdrawn,True,0,1.56
Withdrawn,True,0,
Pass,False,2,81.75
Pass,False,2,72.0
Fail,True,1,0.0
Pass,False,2,50.849999999999994
Withdrawn,True,0,8.74
Pass,False,2,89.75999999999999
Distinction,False,3,81.18
Withdrawn,True,0,
Pass,False,2,0.0
Fail,True,1,
Fail,True,1,10.200000000000001
Withdrawn,True,0,
Fail,True,1,18.25
Fail,True,1,32.15
Fail,True,1,44.68000000000001
Fail,True,1,15.69
Distinction,False,3,0.0
Fail,True,1,
Pass,False,2,55.949999999999996
Fail,True,1,27.790000000000003
Withdrawn,True,0,
Pass,False,2,92.0
Withdrawn,True,0,4.44
Pass,False,2,57.57
Withdrawn,True,0,7.16
Fail,True,1,7.7
Fail,True,1,18.25
Withdrawn,True,0,25.32
Distinction,False,3,22.72
Pass,False,2,70.56999999999998
Pass,False,2,88.35
Pass,False,2,62.25
Fail,True,1,52.0
Withdrawn,True,0,
Fail,True,1,58.0
Pass,False,2,81.7
Fail,True,1,
Pass,False,2,0.0
Fail,True,1,55.25
Withdrawn,True,0,
Withdrawn,True,0,7.75
Withdrawn,True,0,15.379999999999999
Distinction,False,3,0.0
Pass,False,2,57.0
Fail,True,1,7.2
Withdrawn,True,0,
Fail,True,1,62.25
Pass,False,2,89.75
Withdrawn,True,0,12.569999999999999
Pass,False,2,78.28
Pass,False,2,143.575
Fail,True,1,23.5
Pass,False,2,50.959999999999994
Pass,False,2,83.08999999999999
Withdrawn,True,0,2.75
Pass,False,2,137.6
Pass,False,2,67.75
Pass,False,2,64.07000000000001
Pass,False,2,0.0
Pass,False,2,55.96
Pass,False,2,67.25
Pass,False,2,69.85
Withdrawn,True,0,
Withdrawn,True,0,
Pass,False,2,87.8
Withdrawn,True,0,1.26
Fail,True,1,56.96
Pass,False,2,74.56
Withdrawn,True,0,27.0
Fail,True,1,0.0
Withdrawn,True,0,19.165000000000003
Pass,False,2,0.0
Fail,True,1,45.25
Withdrawn,True,0,
Withdrawn,True,0,
Pass,False,2,82.25
Pass,False,2,73.47999999999999
Withdrawn,True,0,0.0
Withdrawn,True,0,48.25
Distinction,False,3,77.12
Pass,False,2,0.0
Pass,False,2,59.36999999999999
Withdrawn,True,0,
Withdrawn,True,0,16.25
Distinction,False,3,0.0
Withdrawn,True,0,1.14
Pass,False,2,77.8
Withdrawn,True,0,
Fail,True,1,44.08
Withdrawn,True,0,
Fail,True,1,33.190000000000005
Pass,False,2,79.925
Pass,False,2,86.25
Fail,True,1,0.74
Pass,False,2,61.92999999999999
Distinction,False,3,90.05
Distinction,False,3,23.5
Pass,False,2,11.780000000000001
Pass,False,2,78.03
Distinction,False,3,176.275
Pass,False,2,0.0
Withdrawn,True,0,
Withdrawn,True,0,20.25
Pass,False,2,0.0
Distinction,False,3,88.45
Pass,False,2,0.0
Withdrawn,True,0,
Pass,False,2,63.5
Pass,False,2,49.47
Distinction,False,3,88.5
Pass,False,2,62.66
Withdrawn,True,0,
Pass,False,2,65.17999999999999
Pass,False,2,70.6
Pass,False,2,129.085
Pass,False,2,68.75
Withdrawn,True,0,
Withdrawn,True,0,
Pass,False,2,72.75
Pass,False,2,59.509999999999984
Withdrawn,True,0,14.0
Fail,True,1,45.5
Pass,False,2,54.65
Withdrawn,True,0,
Distinction,False,3,85.0
Withdrawn,True,0,3.1
Pass,False,2,79.5
Withdrawn,True,0,
Withdrawn,True,0,25.689999999999998
Fail,True,1,43.47
Fail,True,1,
Withdrawn,True,0,
Fail,True,1,6.4
Fail,True,1,
Pass,False,2,70.5
Withdrawn,True,0,
Withdrawn,True,0,
Withdrawn,True,0,10.4
Fail,True,1,16.75
Pass,False,2,54.55
Pass,False,2,75.25
Distinction,False,3,178.425
Fail,True,1,48.16
Pass,False,2,77.2
Withdrawn,True,0,7.9
Pass,False,2,75.75
Withdrawn,True,0,
Pass,False,2,82.28
Withdrawn,True,0,25.6
Withdrawn,True,0,
Distinction,False,3,90.5
Pass,False,2,134.7
Withdrawn,True,0,
Withdrawn,True,0,2.5
Fail,True,1,9.92
Pass,False,2,74.47999999999999
Pass,False,2,158.975
Withdrawn,True,0,3.65
Withdrawn,True,0,
Fail,True,1,
Distinction,False,3,193.425
Fail,True,1,51.31999999999999
Pass,False,2,54.1
Pass,False,2,79.25
Distinction,False,3,146.25
Withdrawn,True,0,11.875
Pass,False,2,92.775
Withdrawn,True,0,6.48
Pass,False,2,110.425
Fail,True,1,104.34499999999998
Fail,True,1,30.36
Withdrawn,True,0,11.680000000000001
Fail,True,1,18.4
Pass,False,2,84.91999999999999
Pass,False,2,83.99
Withdrawn,True,0,
Pass,False,2,66.9
Pass,False,2,80.22
Withdrawn,True,0,
Withdrawn,True,0,
Withdrawn,True,0,0.0
Pass,False,2,73.05
Pass,False,2,144.7
Distinction,False,3,86.96
Withdrawn,True,0,17.5
Withdrawn,True,0,4.5
Pass,False,2,60.55
Fail,True,1,60.04
Withdrawn,True,0,45.96
Distinction,False,3,77.9
Distinction,False,3,78.44
Pass,False,2,0.0
Pass,False,2,59.77
Distinction,False,3,77.57999999999998
Fail,True,1,
Withdrawn,True,0,3.25
Withdrawn,True,0,
Withdrawn,True,0,11.25
Withdrawn,True,0,7.6
Fail,True,1,
Fail,True,1,40.92
Pass,False,2,59.3
Fail,True,1,
Fail,True,1,7.68
Pass,False,2,81.5
Pass,False,2,65.75
Fail,True,1,
Distinction,False,3,185.075
Pass,False,2,82.85
Fail,True,1,53.25
Pass,False,2,53.77
Pass,False,2,0.0
Fail,True,1,47.5
Fail,True,1,42.75
Withdrawn,True,0,
Fail,True,1,21.85
Distinction,False,3,72.55
Withdrawn,True,0,42.8
Fail,True,1,14.75
Pass,False,2,84.25
Pass,False,2,136.7
Pass,False,2,46.84
Withdrawn,True,0,
Distinction,False,3,97.5
Pass,False,2,52.05
Pass,False,2,81.36
Pass,False,2,90.02000000000001
Fail,True,1,0.0
Distinction,False,3,90.44
Pass,False,2,55.75
Distinction,False,3,94.13999999999999
Pass,False,2,74.25
Withdrawn,True,0,
Withdrawn,True,0,
Fail,True,1,
Withdrawn,True,0,
Fail,True,1,82.2
Pass,False,2,50.0
Fail,True,1,20.25
Distinction,False,3,20.759999999999998
Pass,False,2,115.625
Pass,False,2,68.45
Pass,False,2,59.93
Pass,False,2,92.895
Withdrawn,True,0,
Fail,True,1,18.4
Pass,False,2,0.0
Fail,True,1,5.04
Withdrawn,True,0,
Withdrawn,True,0,7.75
Withdrawn,True,0,1.56
Pass,False,2,23.17
Fail,True,1,80.5
Pass,False,2,55.28
Fail,True,1,59.05
Withdrawn,True,0,8.5
Fail,True,1,38.0
Fail,True,1,6.24
Fail,True,1,0.0
Withdrawn,True,0,
Fail,True,1,82.53
Distinction,False,3,80.27
Withdrawn,True,0,6.5
Pass,False,2,167.60000000000002
Withdrawn,True,0,10.5
Withdrawn,True,0,0.88
Withdrawn,True,0,
Fail,True,1,0.4
Withdrawn,True,0,30.25
Fail,True,1,22.8
Pass,False,2,81.04
Pass,False,2,0.0
Distinction,False,3,92.72999999999999
Withdrawn,True,0,61.449999999999996
Pass,False,2,0.0
Pass,False,2,89.92
Fail,True,1,67.45
Fail,True,1,
Withdrawn,True,0,0.66
Withdrawn,True,0,
Pass,False,2,60.82
Distinction,False,3,97.9
Withdrawn,True,0,
Fail,True,1,15.25
Distinction,False,3,97.47999999999999
Withdrawn,True,0,0.71
Pass,False,2,84.1
Fail,True,1,56.7
Fail,True,1,16.475
Pass,False,2,0.0
Pass,False,2,47.25
Fail,True,1,75.5
Withdrawn,True,0,18.55
Fail,True,1,
Withdrawn,True,0,
Pass,False,2,74.01
Withdrawn,True,0,
Fail,True,1,47.2
Pass,False,2,70.05
Fail,True,1,0.0
Pass,False,2,76.55
Fail,True,1,31.35
Pass,False,2,157.0
Pass,False,2,48.7
Withdrawn,True,0,
Pass,False,2,70.5
Pass,False,2,51.24999999999999
Fail,True,1,13.5
Pass,False,2,55.25
Pass,False,2,65.5
Fail,True,1,
Withdrawn,True,0,17.740000000000002
Pass,False,2,72.25
Distinction,False,3,0.0
Withdrawn,True,0,7.5
Withdrawn,True,0,24.25
Pass,False,2,51.480000000000004
Pass,False,2,81.64
Pass,False,2,72.41
Pass,False,2,76.4
Distinction,False,3,0.0
Distinction,False,3,88.12
Pass,False,2,0.0
Withdrawn,True,0,
Fail,True,1,12.760000000000002
Fail,True,1,0.0
Fail,True,1,
Withdrawn,True,0,
Fail,True,1,
Pass,False,2,61.2
Distinction,False,3,96.0
Distinction,False,3,74.9
Pass,False,2,78.24
Fail,True,1,12.48
Withdrawn,True,0,
Pass,False,2,82.8
Withdrawn,True,0,
Pass,False,2,90.25
Pass,False,2,79.8
Pass,False,2,48.839999999999996
Fail,True,1,29.92
Pass,False,2,60.95
Withdrawn,True,0,7.75
Fail,True,1,92.14
Pass,False,2,77.64
Withdrawn,True,0,7.08
Withdrawn,True,0,
Withdrawn,True,0,11.0
Pass,False,2,49.08
Fail,True,1,18.35
Fail,True,1,0.0
Pass,False,2,92.25
Withdrawn,True,0,19.75
Pass,False,2,0.0
Distinction,False,3,88.75
Distinction,False,3,89.75
Withdrawn,True,0,21.75
Fail,True,1,67.5
Pass,False,2,79.62
Withdrawn,True,0,
Withdrawn,True,0,15.88
Fail,True,1,
Withdrawn,True,0,
Withdrawn,True,0,
Withdrawn,True,0,
Fail,True,1,22.0
Fail,True,1,62.56
Withdrawn,True,0,9.44
Withdrawn,True,0,
Withdrawn,True,0,7.25
Pass,False,2,60.4
Fail,True,1,
Pass,False,2,0.0
Pass,False,2,77.39
Withdrawn,True,0,
Fail,True,1,16.5
Withdrawn,True,0,
Fail,True,1,0.0
Pass,False,2,68.74
Fail,True,1,15.5
Pass,False,2,54.529999999999994
Withdrawn,True,0,
Fail,True,1,73.25
Distinction,False,3,97.25
Withdrawn,True,0,
Fail,True,1,
Pass,False,2,54.22999999999999
Fail,True,1,23.75
Pass,False,2,56.0
Distinction,False,3,91.08
Pass,False,2,89.25
Withdrawn,True,0,
Withdrawn,True,0,
Fail,True,1,0.0
Pass,False,2,134.9
Pass,False,2,77.0
