num_of_prev_attempts,studied_credits,module_presentation_length,sum_click_dataplus,sum_click_dualpane,sum_click_externalquiz,sum_click_folder,sum_click_forumng,sum_click_glossary,sum_click_homepage,sum_click_htmlactivity,sum_click_oucollaborate,sum_click_oucontent,sum_click_ouelluminate,sum_click_ouwiki,sum_click_page,sum_click_questionnaire,sum_click_quiz,sum_click_repeatactivity,sum_click_resource,sum_click_sharedsubpage,sum_click_subpage,sum_click_url,sum_days_vle_accessed,max_clicks_one_day,first_date_vle_accessed,avg_score,avg_days_sub_early,days_early_first_assessment,score_first_assessment,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,code_module_nan,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_presentation_nan,gender_M,gender_nan,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,region_nan,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,highest_education_nan,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,imd_band_nan,age_band_35-55,age_band_55<=,age_band_nan,disability_Y,disability_nan
0,90,240,0.0,0.0,0.0,0.0,178.0,0.0,223.0,0.0,0.0,446.0,25.0,0.0,14.0,0.0,93.0,0.0,30.0,0.0,237.0,16.0,464.0,58.0,-17.0,39.8,-2.6,1.0,60.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,241,0.0,0.0,0.0,0.0,77.0,0.0,116.0,0.0,3.0,677.0,0.0,0.0,0.0,0.0,92.0,0.0,1.0,0.0,2.0,16.0,151.0,117.0,-18.0,71.0,-1.0,1.0,78.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,503.0,18.0,390.0,0.0,0.0,741.0,0.0,0.0,0.0,0.0,102.0,0.0,132.0,0.0,72.0,0.0,544.0,70.0,-16.0,78.33333333333333,11.333333333333334,15.0,65.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,60,241,0.0,0.0,0.0,0.0,38.0,0.0,109.0,0.0,0.0,464.0,0.0,14.0,7.0,0.0,1.0,0.0,12.0,0.0,111.0,10.0,168.0,44.0,4.0,46.666666666666664,-2.6666666666666665,0.0,60.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,261,0.0,0.0,5.0,0.0,109.0,0.0,198.0,0.0,5.0,84.0,0.0,91.0,0.0,0.0,0.0,0.0,71.0,0.0,90.0,8.0,322.0,19.0,-15.0,79.0,1.6,2.0,76.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,60,269,8.0,0.0,0.0,0.0,963.0,0.0,729.0,0.0,0.0,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,201.0,117.0,845.0,59.0,-5.0,77.25,-2.25,0.0,76.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,60,234,0.0,0.0,0.0,0.0,201.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,13.0,1.0,176.0,17.0,-8.0,70.42857142857143,3.2857142857142856,16.0,57.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,234,0.0,0.0,0.0,0.0,8.0,0.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,2.0,5.0,56.0,16.0,12.0,58.666666666666664,-4.555555555555555,0.0,59.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,120,234,0.0,0.0,0.0,0.0,88.0,0.0,65.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,57.0,0.0,7.0,0.0,21.0,11.0,117.0,11.0,-5.0,68.88888888888889,-0.5555555555555556,13.0,63.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,30,269,0.0,0.0,0.0,0.0,73.0,4.0,107.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,74.0,0.0,6.0,0.0,18.0,0.0,170.0,43.0,-5.0,76.66666666666667,9.666666666666666,16.0,76.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,60,269,1.0,0.0,0.0,0.0,78.0,0.0,122.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,36.0,14.0,195.0,15.0,-15.0,81.5,-1.25,2.0,82.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,30,241,0.0,0.0,0.0,0.0,747.0,9.0,405.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,50.0,0.0,121.0,0.0,55.0,0.0,413.0,31.0,-7.0,69.33333333333333,6.333333333333333,21.0,75.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,60,262,0.0,0.0,1.0,0.0,200.0,2.0,186.0,0.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,55.0,10.0,264.0,11.0,-1.0,87.0,0.16666666666666666,1.0,85.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,90,262,0.0,0.0,0.0,0.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,8.0,-13.0,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,150,269,34.0,2.0,0.0,0.0,1777.0,1.0,909.0,7.0,12.0,2477.0,0.0,45.0,13.0,44.0,1290.0,0.0,65.0,0.0,417.0,88.0,1498.0,221.0,-18.0,87.4,-0.2,1.0,82.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,60,268,9.0,7.0,0.0,1.0,275.0,0.0,398.0,0.0,0.0,1066.0,0.0,34.0,11.0,24.0,320.0,0.0,33.0,0.0,238.0,52.0,664.0,51.0,-12.0,89.2,1.0,2.0,86.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,2.0,0.0,93.0,10.0,53.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,61.0,4.0,145.0,12.0,-14.0,63.5,-0.6666666666666666,3.0,70.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,60,268,0.0,0.0,0.0,0.0,54.0,0.0,133.0,0.0,0.0,299.0,0.0,0.0,9.0,0.0,98.0,0.0,31.0,0.0,137.0,7.0,288.0,84.0,-2.0,86.6,1.2,2.0,88.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,234,0.0,0.0,0.0,0.0,528.0,2.0,282.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,59.0,0.0,6.0,0.0,15.0,4.0,294.0,35.0,-8.0,82.88888888888889,-0.7777777777777778,2.0,77.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,60,240,0.0,0.0,0.0,0.0,170.0,3.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,10.0,1.0,26.0,11.0,116.0,14.0,-5.0,78.77777777777777,-1.2222222222222223,4.0,73.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,120,262,0.0,0.0,0.0,0.0,12.0,0.0,62.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,17.0,4.0,61.0,11.0,2.0,71.5,-6.25,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,90,269,0.0,0.0,0.0,0.0,208.0,0.0,271.0,6.0,2.0,505.0,0.0,31.0,0.0,0.0,414.0,0.0,36.0,0.0,216.0,13.0,499.0,59.0,-18.0,68.2,1.4,2.0,80.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,60,262,0.0,0.0,0.0,0.0,0.0,1.0,230.0,0.0,0.0,902.0,0.0,0.0,0.0,0.0,126.0,0.0,57.0,0.0,63.0,1.0,315.0,72.0,-6.0,56.0,1.75,3.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,120,261,0.0,0.0,8.0,0.0,63.0,0.0,160.0,0.0,0.0,67.0,0.0,60.0,0.0,0.0,0.0,0.0,4.0,0.0,75.0,6.0,189.0,19.0,-18.0,77.4,0.2,1.0,95.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,234,0.0,0.0,0.0,0.0,14.0,0.0,88.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,46.0,0.0,12.0,0.0,19.0,24.0,91.0,21.0,-9.0,83.25,-2.125,1.0,67.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,40.0,0.0,105.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,73.0,0.0,18.0,0.0,20.0,0.0,146.0,27.0,-3.0,67.0,10.0,21.0,68.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,60,241,0.0,0.0,0.0,0.0,9.0,0.0,63.0,0.0,1.0,54.0,0.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,2.0,81.0,11.0,-12.0,39.8,-0.2,0.0,56.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,90,269,0.0,0.0,0.0,0.0,385.0,0.0,348.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,622.0,0.0,65.0,0.0,121.0,6.0,440.0,67.0,-15.0,96.33333333333333,-1.1666666666666667,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,132.0,1.0,242.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,64.0,0.0,56.0,0.0,41.0,0.0,257.0,20.0,-12.0,63.333333333333336,-1.0,1.0,65.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,269,0.0,0.0,0.0,0.0,122.0,0.0,275.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,743.0,0.0,138.0,0.0,125.0,14.0,509.0,59.0,-18.0,95.0,-1.1666666666666667,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,90,241,0.0,0.0,0.0,0.0,48.0,0.0,106.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,219.0,0.0,18.0,0.0,52.0,6.0,149.0,68.0,-15.0,68.33333333333333,-2.0,-2.0,40.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,30,261,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,55.0,0.0,4.0,0.0,3.0,0.0,39.0,8.0,-13.0,55.333333333333336,3.6666666666666665,7.0,64.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,120,268,0.0,1.0,0.0,2.0,341.0,0.0,673.0,0.0,2.0,2013.0,0.0,13.0,11.0,1.0,397.0,0.0,42.0,0.0,533.0,44.0,890.0,83.0,-3.0,87.0,-0.4,1.0,82.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,241,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,607.0,0.0,85.0,0.0,80.0,4.0,298.0,74.0,-11.0,65.33333333333333,-0.5,1.0,40.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90,269,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,781.0,0.0,26.0,0.0,55.0,8.0,234.0,74.0,-18.0,91.0,-1.4,1.0,89.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,268,0.0,2.0,0.0,0.0,162.0,0.0,147.0,0.0,7.0,418.0,0.0,1.0,9.0,0.0,45.0,0.0,20.0,0.0,87.0,12.0,251.0,64.0,-13.0,62.0,-1.75,0.0,62.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,268,0.0,4.0,0.0,0.0,99.0,0.0,60.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,2.0,12.0,76.0,87.0,2.0,94.0,3.0,3.0,94.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,241,0.0,0.0,0.0,0.0,96.0,0.0,221.0,0.0,0.0,406.0,0.0,90.0,0.0,0.0,147.0,0.0,25.0,0.0,44.0,24.0,299.0,74.0,-17.0,82.5,-0.5,1.0,91.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,90,241,0.0,4.0,0.0,0.0,4.0,0.0,119.0,0.0,0.0,275.0,0.0,130.0,0.0,0.0,78.0,0.0,16.0,0.0,49.0,20.0,144.0,63.0,2.0,71.75,-4.75,0.0,79.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,210,240,0.0,0.0,0.0,0.0,303.0,0.0,46.0,0.0,0.0,99.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,37.0,4.0,92.0,103.0,-6.0,64.66666666666667,-8.333333333333334,0.0,98.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90,269,0.0,0.0,0.0,0.0,557.0,0.0,1289.0,9.0,89.0,1200.0,0.0,93.0,6.0,17.0,2315.0,0.0,74.0,0.0,445.0,67.0,1361.0,260.0,-18.0,83.2,1.2,6.0,66.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,240,0.0,0.0,35.0,0.0,76.0,0.0,261.0,0.0,0.0,218.0,5.0,36.0,0.0,0.0,0.0,0.0,55.0,0.0,155.0,27.0,358.0,28.0,-16.0,72.55555555555556,-2.7777777777777777,1.0,63.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,180,240,0.0,0.0,0.0,0.0,221.0,1.0,188.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,0.0,20.0,0.0,71.0,3.0,202.0,22.0,-7.0,74.55555555555556,-7.666666666666667,0.0,73.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,120,240,0.0,0.0,0.0,0.0,434.0,0.0,264.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,0.0,22.0,0.0,41.0,10.0,337.0,13.0,-8.0,86.77777777777777,-0.4444444444444444,8.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,150,241,0.0,0.0,0.0,0.0,132.0,0.0,46.0,0.0,4.0,123.0,0.0,2.0,5.0,3.0,123.0,0.0,15.0,0.0,43.0,2.0,128.0,58.0,-10.0,58.0,1.0,1.0,60.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,60,261,0.0,0.0,6.0,0.0,124.0,0.0,113.0,0.0,0.0,325.0,0.0,136.0,0.0,0.0,0.0,0.0,58.0,0.0,164.0,8.0,356.0,30.0,0.0,82.2,-0.4,1.0,78.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,120,240,0.0,0.0,1.0,0.0,33.0,0.0,103.0,0.0,0.0,59.0,1.0,36.0,2.0,0.0,0.0,0.0,37.0,0.0,61.0,53.0,180.0,12.0,-8.0,79.5,-1.0,0.0,87.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,30,241,0.0,0.0,0.0,0.0,14.0,0.0,103.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,134.0,0.0,17.0,0.0,22.0,0.0,108.0,29.0,58.0,61.666666666666664,3.0,3.0,48.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,60,269,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,18.0,13.0,-11.0,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
